"ULTRA U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE",180529,2018-05-29,020604,CBT ,00,020 , 1099241,   15744,  179072,   34957,  532297,   68497,  189384,   77477,  453183,   37578,   61991,    4173,     775,  950203,  967619,  149038,  131622,   48269,   -1582,   14020,   24927,  -15869,   -5107,   34993,   10821,   -9132,  -11437,  -14038,     -14,     219,   28034,   48469,   20235,    -200,  100.0,    1.4,   16.3,    3.2,   48.4,    6.2,   17.2,    7.0,   41.2,    3.4,    5.6,    0.4,    0.1,   86.4,   88.0,   13.6,   12.0,    132,      4,     17,     14,     50,     11,     38,     15,     26,     25,      6,.,      4,    109,    104,    23.1,    31.2,    35.6,    42.4,    16.9,    31.0,    28.2,    40.4,"(CONTRACTS OF $100,000 FACE VALUE)","020604","CBT ","020 ","F30","FutOnly"
"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE",180529,2018-05-29,042601,CBT ,00,042 , 2034082,   28368,  233325,   24968,  765143,  417841,  235573,  413069,  526695,  143434,  252615,  240895,    3471, 1866641, 1826202,  167441,  207880, -238942,   -1855,   32351,  -44382,   -9785,  -91578,  -18021,  -56751,   30379, -135312,   11668,  -17364,   -4403, -258841, -248330,   19899,    9388,  100.0,    1.4,   11.5,    1.2,   37.6,   20.5,   11.6,   20.3,   25.9,    7.1,   12.4,   11.8,    0.2,   91.8,   89.8,    8.2,   10.2,    338,     13,     41,     20,     81,     42,     59,     52,     63,     49,     20,     26,      7,    225,    248,    17.8,    18.0,    29.5,    28.5,    16.5,    14.7,    25.9,    23.1,"(CONTRACTS OF $200,000 FACE VALUE)","042601","CBT ","042 ","F30","FutOnly"
"10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE",180529,2018-05-29,043602,CBT ,00,043 , 3992875,  132226,  347008,   75459, 1645811,  684730,  542844,  458008, 1107341,  318175,  393711,  262561,   32518, 3598752, 3370636,  394123,  622239,  -81907,   23388,   31984,  -41964,  -28034, -192584,   34138,  -41881,   67185,   -7811,  -47746,   42612,  -16771, -126681,  -83211,   44774,    1304,  100.0,    3.3,    8.7,    1.9,   41.2,   17.1,   13.6,   11.5,   27.7,    8.0,    9.9,    6.6,    0.8,   90.1,   84.4,    9.9,   15.6,    438,     22,     46,     30,     86,     88,    103,     50,     95,     64,     21,     29,     16,    298,    353,    24.0,    14.5,    35.7,    22.7,    21.1,    10.5,    29.9,    17.0,"(CONTRACTS OF $100,000 FACE VALUE)","043602","CBT ","043 ","F30","FutOnly"
"ULTRA 10-YEAR U.S. T-NOTES - CHICAGO BOARD OF TRADE",180529,2018-05-29,043607,CBT ,00,043 ,  579887,   36218,   44554,   12397,  190648,  169382,   77084,   87760,   32503,   11671,   38779,   33035,       2,  454559,  380628,  125328,  199259,   21112,     211,   14669,    3283,   26201,  -19787,   27377,  -51867,  -20154,    4749,   -1253,     151,       2,    8703,   10290,   12409,   10822,  100.0,    6.2,    7.7,    2.1,   32.9,   29.2,   13.3,   15.1,    5.6,    2.0,    6.7,    5.7,    0.0,   78.4,   65.6,   21.6,   34.4,     94,      5,      7,      7,     20,     32,     31,     12,      8,      9,      4,      6,.,     72,     70,    28.9,    12.0,    39.2,    21.2,    26.2,    11.4,    35.3,    18.8,"(CONTRACTS OF $100,000 FACE VALUE)","043607","CBT ","043 ","F30","FutOnly"
"5-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE",180529,2018-05-29,044601,CBT ,00,044 , 3893669,   99472,  367071,  100671, 1983232,  577818,  559476,  387497, 1284817,  174899,  238728,  303365,   11357, 3555332, 3379474,  338337,  514195,  -39973,    4457,   40239,   42749,   33357,   19314,  -47763,   50734,  -15280, -144106,  -33035,    2149,    2506,  -91101, -100192,   51128,   60219,  100.0,    2.6,    9.4,    2.6,   50.9,   14.8,   14.4,   10.0,   33.0,    4.5,    6.1,    7.8,    0.3,   91.3,   86.8,    8.7,   13.2,    346,     17,     37,     22,     86,     51,     74,     44,     69,     56,     19,     22,      9,    243,    264,    32.6,    17.3,    44.3,    27.3,    27.6,    16.4,    38.4,    24.2,"(CONTRACTS OF $100,000 FACE VALUE)","044601","CBT ","044 ","F30","FutOnly"
"30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE",180529,2018-05-29,045601,CBT ,00,045 , 2156908,  539020,  484809,  543418,       0,   39948,   95221,  118580,  267573,  432128,  298318,  133069,   80689, 2107374, 2076855,   49534,   80053,  -42326,  -26876,   20779,   -3840,  -19625,   12678,  -19009,   28092,   16760,  -95010,   89700,   16042,  -11238,  -57806,  -62838,   15480,   20512,  100.0,   25.0,   22.5,   25.2,    0.0,    1.9,    4.4,    5.5,   12.4,   20.0,   13.8,    6.2,    3.7,   97.7,   96.3,    2.3,    3.7,    155,     27,     29,     41,      0,      6,      5,     26,     38,     53,      7,     14,      8,    114,    148,    31.3,    29.2,    47.0,    39.8,    25.3,    19.3,    33.3,    25.8,"(CONTRACTS OF $5,000,000)","045601","CBT ","045 ","F33","FutOnly"
"3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE",180529,2018-05-29,132741,CME ,00,132 ,15643920, 6956831, 1229929, 2115177,  199264, 2166478, 1745037,  755096, 3574858, 2330584,  190151,  416937,  705715,14997855,14284715,  646065, 1359205, -204851, -366578,  118591,    6170,  -31768,  -64156,     877,  101067, -314552,   26265,  -18485,  -49160,   43901, -238551, -232064,   33700,   27213,  100.0,   44.5,    7.9,   13.5,    1.3,   13.8,   11.2,    4.8,   22.9,   14.9,    1.2,    2.7,    4.5,   95.9,   91.3,    4.1,    8.7,    300,     40,     44,     74,      9,     34,     36,     40,     87,     97,     12,     14,     24,    242,    289,    39.1,    19.7,    50.2,    29.8,    35.8,    17.4,    40.8,    22.5,"(CONTRACTS OF $1,000,000)","132741","CME ","132 ","F33","FutOnly"
"10 YEAR DELIVERABLE IR SWAP - CHICAGO BOARD OF TRADE",180529,2018-05-29,246605,CBT ,00,246 ,   33210,   18920,    5750,       0,      60,    8964,     136,    3789,   10412,       0,    9976,    7584,     264,   33145,   33110,      65,     100,    3538,     -99,     791,       0,       0,    -122,       0,    1922,    -641,       0,    1697,    3522,       0,    3520,    3550,      18,     -12,  100.0,   57.0,   17.3,    0.0,    0.2,   27.0,    0.4,   11.4,   31.4,    0.0,   30.0,   22.8,    0.8,   99.8,   99.7,    0.2,    0.3,     47,.,      6,      0,.,     13,.,      5,     10,      0,.,      6,.,     14,     35,    86.6,    42.0,    97.4,    64.3,    86.6,    42.0,    97.4,    64.3,"(NOTIONAL VALUE OF $100,000)","246605","CBT ","246 ","F33","FutOnly"
"5 YEAR DELIVERABLE IR SWAP - CHICAGO BOARD OF TRADE",180529,2018-05-29,246606,CBT ,00,246 ,   19227,     927,    3778,       0,     290,    3240,     685,   17274,    8923,       0,       0,    2552,       0,   19176,   19178,      51,      49,    -346,     -14,      31,       0,       0,     -48,       0,    -312,    -157,       0,       0,    -173,       0,    -326,    -347,     -20,       1,  100.0,    4.8,   19.6,    0.0,    1.5,   16.9,    3.6,   89.8,   46.4,    0.0,    0.0,   13.3,    0.0,   99.7,   99.7,    0.3,    0.3,     36,.,      5,      0,.,      9,.,      6,      8,      0,      0,.,      0,     11,     26,    94.0,    42.8,    98.8,    69.2,    90.9,    42.8,    95.2,    69.2,"(NOTIONAL VALUE OF $100,000)","246606","CBT ","246 ","F33","FutOnly"
"BITCOIN-USD - CBOE FUTURES EXCHANGE",180529,2018-05-29,1330E1,E   ,00,133 ,    5480,       0,       0,       0,     150,      40,       0,    1622,    3566,     124,    1165,    1010,      69,    3130,    4809,    2350,     671,     112,       0,       0,       0,     150,      13,       0,    -133,     254,     -91,      80,    -150,      11,      17,      37,      95,      75,  100.0,    0.0,    0.0,    0.0,    2.7,    0.7,    0.0,   29.6,   65.1,    2.3,   21.3,   18.4,    1.3,   57.1,   87.8,   42.9,   12.2,     56,      0,      0,      0,.,.,      0,     10,     13,      4,     21,      9,.,     37,     26,    22.3,    53.2,    31.9,    68.8,    22.3,    53.2,    31.8,    67.6,"(1 Bitcoin)","1330E1","E   ","133 ","F85","FutOnly"
"BITCOIN - CHICAGO MERCANTILE EXCHANGE",180529,2018-05-29,133741,CME ,00,133 ,    2714,       0,       0,       0,      38,      25,       0,    1172,    1812,      55,     486,     416,       3,    1754,    2311,     960,     403,      30,       0,       0,       0,      38,      -4,       0,    -151,     -60,       5,      24,      89,       3,     -81,      33,     111,      -3,  100.0,    0.0,    0.0,    0.0,    1.4,    0.9,    0.0,   43.2,   66.8,    2.0,   17.9,   15.3,    0.1,   64.6,   85.2,   35.4,   14.8,     32,      0,      0,      0,.,.,      0,      7,     13,.,      4,      6,.,     15,     21,    42.6,    45.3,    57.2,    66.0,    42.6,    45.3,    57.2,    65.9,"(5 Bitcoins)","133741","CME ","133 ","F85","FutOnly"
"U.S. DOLLAR INDEX - ICE FUTURES U.S.",180529,2018-05-29,098662,ICUS,01,098 ,   45941,     610,    4873,     153,   12901,    1026,     563,   14733,   33511,    1460,    8064,     978,     121,   38605,   42685,    7336,    3256,    3876,      60,       0,      12,     -95,     463,      33,    3234,    3158,    -606,     503,    -270,      55,    3196,    2845,     680,    1031,  100.0,    1.3,   10.6,    0.3,   28.1,    2.2,    1.2,   32.1,   72.9,    3.2,   17.6,    2.1,    0.3,   84.0,   92.9,   16.0,    7.1,    140,.,.,.,     13,      4,.,     35,     29,     10,     44,      9,.,    102,     52,    30.9,    46.3,    40.3,    72.4,    28.2,    46.2,    37.5,    72.0,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","FutOnly"
"VIX FUTURES - CBOE FUTURES EXCHANGE",180529,2018-05-29,1170E1,E   ,00,117 ,  424483,   43178,   36092,   42808,   97152,   71096,   21656,   69192,  114097,   82106,   15855,    5531,   21626,  393573,  395012,   30910,   29471,   17661,    2303,     587,    1759,   14853,    7696,   -1800,     127,   12011,   -2305,   -2672,   -1359,    3080,   15345,   19669,    2316,   -2008,  100.0,   10.2,    8.5,   10.1,   22.9,   16.7,    5.1,   16.3,   26.9,   19.3,    3.7,    1.3,    5.1,   92.7,   93.1,    7.3,    6.9,    230,     15,      9,     16,     28,     35,     20,     56,     53,     64,     12,      8,     24,    181,    173,    27.3,    25.0,    37.5,    35.8,    18.7,    17.7,    24.3,    25.8,"($1000 X INDEX)","1170E1","E   ","117 ","F90","FutOnly"
"BLOOMBERG COMMODITY INDEX - CHICAGO BOARD OF TRADE",180529,2018-05-29,221602,CBT ,00,221 ,   78013,     806,       0,       0,   43664,      34,     210,   27282,   77497,      85,    5741,     146,       0,   77788,   77972,     225,      41,    -788,     -20,       0,       0,    1670,   -1758,       0,   -2160,     901,       0,    -284,      28,       0,    -794,    -829,       6,      41,  100.0,    1.0,    0.0,    0.0,   56.0,    0.0,    0.3,   35.0,   99.3,    0.1,    7.4,    0.2,    0.0,   99.7,   99.9,    0.3,    0.1,     44,.,      0,      0,     12,.,.,     10,      6,.,     10,.,      0,     36,     10,    74.1,    94.3,    88.3,    99.9,    73.8,    94.3,    88.0,    99.5,"($100 X INDEX)","221602","CBT ","221 ","F90","FutOnly"
